代碼,日期,淨值,幣別,名稱,投信代碼,投信,分類
T32S3S,2026-07-14,10,TWD,野村全球正向效應成長基金-季配S類型新臺幣(本基金配息來源可能為本金且非屬環境、,A0032,野村投信,被動ETF/共同基金
T32T4A,2026-07-14,16.15,TWD,野村全球基礎建設大未來基金-新臺幣,A0032,野村投信,主動ETF-股
T32T4B,2026-07-14,16.15,TWD,野村全球基礎建設大未來基金-N類型新臺幣,A0032,野村投信,被動ETF/共同基金
T32T4S,2026-07-14,12.26,TWD,野村全球基礎建設大未來基金-S類型新台幣,A0032,野村投信,被動ETF/共同基金
T32T4C,2026-07-14,14.09,USD,野村全球基礎建設大未來基金-美元,A0032,野村投信,被動ETF/共同基金
T32T4D,2026-07-14,14.09,USD,野村全球基礎建設大未來基金-N類型美元,A0032,野村投信,主動ETF-債
T32T4E,2026-07-14,12.7,CNY,野村全球基礎建設大未來基金-人民幣,A0032,野村投信,被動ETF/共同基金
T32T4F,2026-07-14,12.7,CNY,野村全球基礎建設大未來基金-N類型人民幣,A0032,野村投信,被動ETF/共同基金
T32U5A,2026-07-14,13.8185,TWD,野村環球時機多重資產基金-累積類型新臺幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,主動ETF-股
T32U5B,2026-07-14,10.8659,TWD,野村環球時機多重資產基金-月配類型新臺幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T32U5C,2026-07-14,13.8297,TWD,野村環球時機多重資產基金-累積N類型新臺幣計價(本基金有相當比重投資於非投資等級,A0032,野村投信,被動ETF/共同基金
T32U5D,2026-07-14,10.8666,TWD,野村環球時機多重資產基金-月配N類型新臺幣計價(本基金有相當比重投資於非投資等級,A0032,野村投信,主動ETF-債
T32U5S,2026-07-14,10,TWD,野村環球時機多重資產基金-S類型新臺幣計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32U5E,2026-07-14,13.6062,USD,野村環球時機多重資產基金-累積類型美元計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32U5F,2026-07-14,10.6621,USD,野村環球時機多重資產基金-月配類型美元計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32U5G,2026-07-14,13.6585,USD,野村環球時機多重資產基金-累積N類型美元計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T32U5H,2026-07-14,10.6603,USD,野村環球時機多重資產基金-月配N類型美元計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3225Y,2026-07-14,17.3403,TWD,野村貨幣市場基金,A0032,野村投信,被動ETF/共同基金
T32V5A,2026-07-14,13.0842,TWD,野村策略轉機多重資產基金-累積類型新臺幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,主動ETF-股
T32V5B,2026-07-14,11.4028,TWD,野村策略轉機多重資產基金-月配類型新臺幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T32V5C,2026-07-14,13.0648,TWD,野村策略轉機多重資產基金-累積N類型新臺幣計價(本基金有相當比重投資於非投資等級,A0032,野村投信,被動ETF/共同基金
T32V5D,2026-07-14,11.3979,TWD,野村策略轉機多重資產基金-月配N類型新臺幣計價(本基金有相當比重投資於非投資等級,A0032,野村投信,主動ETF-債
T32V5S,2026-07-14,10,TWD,野村策略轉機多重資產基金-S類型新臺幣計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32V5E,2026-07-14,12.7997,USD,野村策略轉機多重資產基金-累積類型美元計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32V5F,2026-07-14,11.1191,USD,野村策略轉機多重資產基金-月配類型美元計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32V5G,2026-07-14,12.7991,USD,野村策略轉機多重資產基金-累積N類型美元計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T32V5H,2026-07-14,11.1174,USD,野村策略轉機多重資產基金-月配N類型美元計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T32V5J,2026-07-14,10.1217,CNY,野村策略轉機多重資產基金-月配類型人民幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T32V5K,2026-07-14,10.1308,CNY,野村策略轉機多重資產基金-月配N類型人民幣計價(本基金有相當比重投資於非投資等級,A0032,野村投信,被動ETF/共同基金
00935,2026-07-14,56.5,TWD,野村臺灣創新科技50ETF基金(本基金之配息來源可能為收益平準金),A0032,野村投信,被動ETF/共同基金
00944,2026-07-14,21.3,TWD,野村臺灣趨勢動能高股息ETF基金(本基金之配息來源可能為收益平準金且並無保證收益,A0032,野村投信,被動ETF/共同基金
T3209A,2026-07-14,42.82,TWD,野村全球高股息基金累積型新臺幣計價(本基金並無保證收益),A0032,野村投信,主動ETF-股
T3209B,2026-07-14,24.54,TWD,野村全球高股息基金季配型新臺幣計價(本基金之配息來源可能為本金且並無保證收益及配,A0032,野村投信,被動ETF/共同基金
T3209E,2026-07-14,23.09,CNY,野村全球高股息基金-累積類型人民幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T3209F,2026-07-14,16.64,CNY,野村全球高股息基金-季配類型人民幣計價(本基金之配息來源可能為本金且並無保證收益,A0032,野村投信,被動ETF/共同基金
T3209S,2026-07-14,23.22,TWD,野村全球高股息基金-S類型新臺幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T3211Y,2026-07-14,30.04,TWD,野村鑫平衡組合基金-累積類型,A0032,野村投信,被動ETF/共同基金
T3211S,2026-07-14,20.48,TWD,野村鑫平衡組合基金-S類型,A0032,野村投信,被動ETF/共同基金
T3236Y,2026-07-14,131.65,TWD,野村台灣高股息基金-累積類型(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T3236S,2026-07-14,17.94,TWD,野村台灣高股息基金-S類型(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T3236B,2026-07-14,16.47,TWD,野村台灣高股息基金-月配類型(本基金之配息來源可能為本金且並無保證收益及配息),A0032,野村投信,被動ETF/共同基金
T3236A,2026-07-14,15.65,TWD,野村台灣高股息基金-TISA類型(本基金並無保證收益),A0032,野村投信,主動ETF-股
T32X1A,2026-07-15,15.7423,TWD,野村全球科技多重資產基金-累積類型新臺幣(本基金有相當比重投資於非投資等級之高風,A0032,野村投信,主動ETF-股
T32X1B,2026-07-15,13.728,TWD,野村全球科技多重資產基金-月配類型新臺幣(本基金有相當比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32X1C,2026-07-15,15.7454,TWD,野村全球科技多重資產基金-累積N類型新臺幣(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32X1D,2026-07-15,13.7273,TWD,野村全球科技多重資產基金-月配N類型新臺幣(本基金有相當比重投資於非投資等級之高,A0032,野村投信,主動ETF-債
T32X1S,2026-07-15,12.5646,TWD,野村全球科技多重資產基金-S類型新臺幣(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
T32X1E,2026-07-15,15.9748,USD,野村全球科技多重資產基金-累積類型美元(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
T32X1F,2026-07-15,13.9645,USD,野村全球科技多重資產基金-月配類型美元(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
T32X1G,2026-07-15,15.9727,USD,野村全球科技多重資產基金-累積N類型美元(本基金有相當比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32X1H,2026-07-15,13.9511,USD,野村全球科技多重資產基金-月配N類型美元(本基金有相當比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32X1J,2026-07-15,12.9733,CNY,野村全球科技多重資產基金-月配類型人民幣(本基金有相當比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32X1K,2026-07-15,12.9742,CNY,野村全球科技多重資產基金-月配N類型人民幣(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32X1L,2026-07-15,13.5031,JPY,野村全球科技多重資產基金-月配類型日幣(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
T32X1M,2026-07-15,13.5021,JPY,野村全球科技多重資產基金-月配N類型日幣(本基金有相當比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32X1N,2026-07-15,15.4429,USD,野村全球科技多重資產基金-S類型美元(本基金有相當比重投資於非投資等級之高風險債,A0032,野村投信,被動ETF/共同基金
T32X1P,2026-07-15,13.4273,JPY,野村全球科技多重資產基金-累積類型日幣計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32X1Q,2026-07-15,13.4359,JPY,野村全球科技多重資產基金-累積N類型日幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
00960,2026-07-15,18.27,TWD,野村全球航運龍頭息收ETF基金(本基金之配息來源可能為收益平準金且並無保證收益及,A0032,野村投信,被動ETF/共同基金
T32Y6A,2026-07-15,11.933,TWD,野村全天候組合基金-累積類型新臺幣計價(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,主動ETF-股
T32Y6B,2026-07-15,10.6498,TWD,野村全天候組合基金-月配類型新臺幣計價(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
T32Y6C,2026-07-15,11.9214,TWD,野村全天候組合基金-累積N類型新臺幣計價(本基金有相當比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32Y6D,2026-07-15,10.6488,TWD,野村全天候組合基金-月配N類型新臺幣計價(本基金有相當比重投資於非投資等級之高風,A0032,野村投信,主動ETF-債
T32Y6S,2026-07-15,10.9798,TWD,野村全天候組合基金-S類型新臺幣計價(本基金有相當比重投資於非投資等級之高風險債,A0032,野村投信,被動ETF/共同基金
T32Y6E,2026-07-15,12.1897,USD,野村全天候組合基金-累積類型美元計價(本基金有相當比重投資於非投資等級之高風險債,A0032,野村投信,被動ETF/共同基金
T32Y6F,2026-07-15,10.915,USD,野村全天候組合基金-月配類型美元計價(本基金有相當比重投資於非投資等級之高風險債,A0032,野村投信,被動ETF/共同基金
T32Y6G,2026-07-15,12.1644,USD,野村全天候組合基金-累積N類型美元計價(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
T32Y6H,2026-07-15,10.9081,USD,野村全天候組合基金-月配N類型美元計價(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
T32Y6J,2026-07-15,10.5756,ZAR,野村全天候組合基金-月配類型南非幣計價(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
00971,2026-07-15,17.41,TWD,野村美日ETF傘型基金之美國創新研發龍頭ETF基金,A0032,野村投信,被動ETF/共同基金
00972,2026-07-15,20.44,TWD,野村美日ETF傘型基金之日本價值動能高息ETF基金(本基金之配息來源可能為收益平,A0032,野村投信,被動ETF/共同基金
T32Z9A,2026-07-15,10.0862,TWD,野村全天候環球債券基金-累積類型新臺幣計價(本基金有一定比重投資於非投資等級之高,A0032,野村投信,主動ETF-股
T32Z9B,2026-07-15,9.3521,TWD,野村全天候環球債券基金-月配類型新臺幣計價(本基金有一定比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32Z9C,2026-07-15,10.091,TWD,野村全天候環球債券基金-累積N類型新臺幣計價(本基金有一定比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T32Z9D,2026-07-15,9.3559,TWD,野村全天候環球債券基金-月配N類型新臺幣計價(本基金有一定比重投資於非投資等級之,A0032,野村投信,主動ETF-債
T32Z9L,2026-07-15,10,TWD,野村全天候環球債券基金-S類型新臺幣計價(本基金有一定比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32Z9E,2026-07-15,10.4566,USD,野村全天候環球債券基金-累積類型美元計價(本基金有一定比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32Z9F,2026-07-15,9.6847,USD,野村全天候環球債券基金-月配類型美元計價(本基金有一定比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32Z9G,2026-07-15,10.4508,USD,野村全天候環球債券基金-累積N類型美元計價(本基金有一定比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32Z9H,2026-07-15,9.6831,USD,野村全天候環球債券基金-月配N類型美元計價(本基金有一定比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32Z9M,2026-07-15,10,USD,野村全天候環球債券基金-S類型美元計價(本基金有一定比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
T32Z9J,2026-07-15,9.4883,JPY,野村全天候環球債券基金-月配類型日幣計價(本基金有一定比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32Z9K,2026-07-15,9.4812,JPY,野村全天候環球債券基金-月配N類型日幣計價(本基金有一定比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
00980A,2026-07-15,23.38,TWD,野村臺灣智慧優選主動式ETF基金(本基金之配息來源可能為收益平準金),A0032,野村投信,主動ETF-股
00985A,2026-07-15,21.7,TWD,野村臺灣增強50主動式ETF基金,A0032,野村投信,主動ETF-股
009812,2026-07-15,12.71,TWD,野村日本東證ETF基金,A0032,野村投信,被動ETF/共同基金
